track_id,track_name,artists,genre,tempo,energy,valence,danceability
track_391,Song 391,Artist 64,Metal,105.0,0.97,0.83,0.64
track_392,Song 392,Artist 51,Rock,104.0,0.56,0.77,0.66
track_393,Song 393,Artist 38,Classical,100.6,0.31,0.32,0.46
track_394,Song 394,Artist 98,EDM,148.3,0.67,0.96,0.11
track_395,Song 395,Artist 61,Rock,98.0,0.67,0.65,0.77
track_396,Song 396,Artist 26,Pop,140.5,0.73,0.64,0.31
track_397,Song 397,Artist 85,Hip-Hop,107.4,0.7,0.79,0.19
track_398,Song 398,Artist 44,Jazz,82.9,0.17,0.26,0.25
track_399,Song 399,Artist 67,Classical,94.6,0.27,0.87,1.0
track_400,Song 400,Artist 46,Indie,68.5,0.23,0.7,0.39
track_401,Song 401,Artist 12,Rock,151.2,0.79,0.69,0.73
track_402,Song 402,Artist 38,Pop,106.3,0.53,0.49,0.09
track_403,Song 403,Artist 76,Hip-Hop,136.3,0.35,0.17,0.05
track_404,Song 404,Artist 13,EDM,125.2,0.78,0.8,0.34
track_405,Song 405,Artist 62,EDM,128.9,0.67,0.2,0.96
track_406,Song 406,Artist 38,Indie,69.7,0.09,0.72,0.12
track_407,Song 407,Artist 67,Jazz,63.6,0.16,0.63,0.35
track_408,Song 408,Artist 56,Jazz,78.3,0.33,0.16,0.74
track_409,Song 409,Artist 65,Jazz,124.4,0.19,0.01,0.15
track_410,Song 410,Artist 59,Rock,131.3,0.85,0.11,0.55
track_411,Song 411,Artist 73,EDM,90.3,0.68,0.86,0.25
track_412,Song 412,Artist 52,Classical,89.1,0.13,0.48,0.5
track_413,Song 413,Artist 78,Hip-Hop,91.3,0.72,0.71,0.52
track_414,Song 414,Artist 41,Indie,89.6,0.68,0.59,0.49
track_415,Song 415,Artist 89,Metal,136.2,0.53,0.8,0.92
track_416,Song 416,Artist 97,Hip-Hop,129.4,0.35,0.6,0.93
track_417,Song 417,Artist 72,Jazz,100.3,0.23,0.45,0.94
track_418,Song 418,Artist 58,EDM,110.8,0.67,0.22,0.24
track_419,Song 419,Artist 63,EDM,95.6,0.93,0.02,0.63
track_420,Song 420,Artist 18,Pop,89.5,0.63,0.13,0.09
track_421,Song 421,Artist 79,Indie,83.1,0.35,0.78,0.69
track_422,Song 422,Artist 41,Metal,111.4,0.64,0.89,0.73
track_423,Song 423,Artist 33,Hip-Hop,107.1,0.53,0.09,0.3
track_424,Song 424,Artist 47,Metal,98.1,0.66,0.48,0.4
track_425,Song 425,Artist 88,Indie,60.0,0.13,0.42,0.52
track_426,Song 426,Artist 84,Jazz,95.6,0.31,0.25,0.91
track_427,Song 427,Artist 43,Classical,62.9,0.43,0.69,0.18
track_428,Song 428,Artist 67,Rock,119.6,0.67,0.89,0.39
track_429,Song 429,Artist 31,Jazz,116.0,0.34,0.86,0.31
track_430,Song 430,Artist 13,Jazz,66.3,0.51,0.6,0.12
track_431,Song 431,Artist 99,Classical,81.0,0.26,0.96,0.25
track_432,Song 432,Artist 6,EDM,108.6,0.51,0.36,0.89
track_433,Song 433,Artist 24,Indie,74.5,0.17,0.42,0.6
track_434,Song 434,Artist 24,Hip-Hop,115.7,0.48,0.47,0.94
track_435,Song 435,Artist 94,EDM,116.1,0.77,0.48,0.46
track_436,Song 436,Artist 15,EDM,143.9,0.66,0.16,0.96
track_437,Song 437,Artist 59,Hip-Hop,130.6,0.42,0.81,0.19
track_438,Song 438,Artist 79,Classical,82.7,0.22,0.93,0.94
track_439,Song 439,Artist 99,Hip-Hop,66.1,0.56,0.34,0.99
track_440,Song 440,Artist 32,Classical,111.0,0.06,0.56,0.6
track_441,Song 441,Artist 38,Jazz,60.0,0.31,0.53,0.57
track_442,Song 442,Artist 11,Pop,87.7,0.66,0.17,0.54
track_443,Song 443,Artist 53,Jazz,91.7,0.32,0.43,0.3
track_444,Song 444,Artist 9,Metal,146.7,0.47,0.97,0.83
track_445,Song 445,Artist 84,Metal,153.6,0.69,0.05,0.66
track_446,Song 446,Artist 80,Metal,135.5,0.66,0.78,0.41
track_447,Song 447,Artist 47,Pop,85.2,0.43,0.89,0.79
track_448,Song 448,Artist 58,Indie,107.2,0.16,0.25,0.22
track_449,Song 449,Artist 85,Metal,94.7,0.67,0.69,0.84
track_450,Song 450,Artist 54,Metal,110.9,0.61,0.19,0.23
track_451,Song 451,Artist 61,Metal,143.8,0.59,0.37,0.25
track_452,Song 452,Artist 59,Classical,66.5,0.27,0.2,0.3
track_453,Song 453,Artist 82,EDM,101.5,0.51,0.9,0.85
track_454,Song 454,Artist 10,Jazz,91.0,0.0,0.01,0.07
track_455,Song 455,Artist 31,EDM,140.5,0.38,0.89,0.57
track_456,Song 456,Artist 7,Rock,138.8,0.64,0.58,0.24
track_457,Song 457,Artist 38,Rock,128.8,0.85,0.21,0.51
track_458,Song 458,Artist 51,Jazz,70.7,0.32,0.69,0.93
track_459,Song 459,Artist 69,Pop,118.0,0.45,0.75,0.13
track_460,Song 460,Artist 12,Jazz,102.2,0.27,0.46,0.52
track_461,Song 461,Artist 94,Indie,80.6,0.53,0.4,0.03
track_462,Song 462,Artist 7,Classical,111.7,0.11,0.01,0.46
track_463,Song 463,Artist 32,Classical,94.1,0.07,0.86,0.84
track_464,Song 464,Artist 31,Metal,164.0,0.67,0.73,0.35
track_465,Song 465,Artist 22,Rock,113.2,0.65,0.73,0.09
track_466,Song 466,Artist 94,Hip-Hop,123.5,0.54,0.58,0.25
track_467,Song 467,Artist 53,Hip-Hop,93.8,0.63,0.95,0.97
track_468,Song 468,Artist 58,Hip-Hop,118.5,0.43,0.35,0.25
track_469,Song 469,Artist 58,Rock,115.1,0.46,0.2,0.99
track_470,Song 470,Artist 27,Pop,91.7,0.57,0.75,0.89
track_471,Song 471,Artist 6,Rock,133.6,0.87,0.38,0.9
track_472,Song 472,Artist 85,Indie,94.5,0.39,0.66,0.5
track_473,Song 473,Artist 18,Metal,140.6,0.73,0.73,0.72
track_474,Song 474,Artist 61,Hip-Hop,122.1,0.47,0.6,0.81
track_475,Song 475,Artist 24,Classical,73.7,0.44,0.24,0.94
track_476,Song 476,Artist 4,Pop,117.2,0.42,0.6,0.71
track_477,Song 477,Artist 86,Classical,72.5,0.11,0.41,0.96
track_478,Song 478,Artist 96,Indie,69.8,0.24,0.59,0.78
track_479,Song 479,Artist 52,Metal,133.4,0.73,0.4,0.74
track_480,Song 480,Artist 39,Pop,102.4,0.66,0.24,0.61
track_481,Song 481,Artist 78,Metal,138.1,0.69,0.05,0.68
track_482,Song 482,Artist 1,Metal,96.6,0.68,0.04,0.75
track_483,Song 483,Artist 27,Jazz,60.0,0.38,0.63,0.12
track_484,Song 484,Artist 43,Indie,103.6,0.24,0.81,0.56
track_485,Song 485,Artist 87,Hip-Hop,82.1,0.56,0.6,0.01
track_486,Song 486,Artist 42,Metal,154.0,0.44,0.38,0.15
track_487,Song 487,Artist 75,Jazz,111.0,0.35,0.38,0.36
track_488,Song 488,Artist 35,Rock,112.8,0.82,0.64,0.04
track_489,Song 489,Artist 100,Rock,110.4,0.69,0.93,0.09
track_490,Song 490,Artist 64,Jazz,60.0,0.24,0.72,0.64
track_491,Song 491,Artist 73,Metal,118.0,0.58,0.59,0.42
track_492,Song 492,Artist 14,EDM,133.7,0.81,0.02,0.47
track_493,Song 493,Artist 88,Hip-Hop,79.1,0.34,0.24,0.85
track_494,Song 494,Artist 79,Pop,119.5,0.46,0.07,0.22
track_495,Song 495,Artist 93,Hip-Hop,72.0,0.19,0.81,0.34
track_496,Song 496,Artist 15,EDM,143.5,0.55,0.86,0.82
track_497,Song 497,Artist 46,EDM,140.2,0.62,0.21,0.03
track_498,Song 498,Artist 21,Classical,60.0,0.42,0.12,0.48
track_499,Song 499,Artist 17,Indie,74.6,0.24,0.2,0.27
track_500,Song 500,Artist 41,Jazz,80.3,0.12,0.89,0.35
track_501,Song 501,Artist 38,Classical,70.0,0.53,0.2,0.02
track_502,Song 502,Artist 7,EDM,141.5,0.66,0.35,0.98
track_503,Song 503,Artist 61,Indie,60.0,0.14,0.95,0.96
track_504,Song 504,Artist 1,Classical,60.0,0.28,0.7,0.24
track_505,Song 505,Artist 41,Pop,109.7,0.45,0.88,0.54
track_506,Song 506,Artist 83,EDM,118.6,0.81,0.43,0.15
track_507,Song 507,Artist 95,EDM,105.3,0.65,0.38,0.49
track_508,Song 508,Artist 62,Metal,129.1,0.68,0.68,0.6
track_509,Song 509,Artist 86,Rock,105.3,0.95,0.06,0.37
track_510,Song 510,Artist 71,Metal,145.3,0.84,0.58,0.06
track_511,Song 511,Artist 81,Metal,128.3,0.72,0.35,0.79
track_512,Song 512,Artist 40,Classical,61.3,0.32,0.0,0.56
track_513,Song 513,Artist 16,Hip-Hop,111.4,0.53,0.39,0.16
track_514,Song 514,Artist 8,Metal,107.3,0.7,0.95,0.62
track_515,Song 515,Artist 100,Jazz,104.8,0.39,0.12,0.97
track_516,Song 516,Artist 92,Rock,134.9,0.75,0.32,0.89
track_517,Song 517,Artist 64,Metal,121.2,0.68,0.38,0.64
track_518,Song 518,Artist 62,Metal,81.9,0.58,0.58,0.87
track_519,Song 519,Artist 39,Pop,102.4,0.58,0.97,0.86
track_520,Song 520,Artist 9,Classical,79.6,0.54,0.09,0.69
track_521,Song 521,Artist 54,Hip-Hop,111.7,0.81,0.16,0.78
track_522,Song 522,Artist 13,EDM,120.9,0.53,0.91,0.53
track_523,Song 523,Artist 60,Hip-Hop,96.0,0.5,0.83,0.86
track_524,Song 524,Artist 71,Metal,94.9,1.0,0.68,0.33
track_525,Song 525,Artist 19,Rock,129.5,0.84,0.41,0.43
track_526,Song 526,Artist 29,Jazz,73.4,0.17,0.18,0.27
track_527,Song 527,Artist 73,Jazz,76.9,0.28,0.57,0.82
track_528,Song 528,Artist 32,Jazz,60.0,0.32,0.61,0.61
track_529,Song 529,Artist 64,Hip-Hop,109.9,0.35,0.27,0.07
track_530,Song 530,Artist 9,Indie,60.0,0.06,0.46,0.92
track_531,Song 531,Artist 37,Metal,137.5,0.5,0.64,0.65
track_532,Song 532,Artist 73,Metal,108.1,0.56,0.03,0.93
track_533,Song 533,Artist 57,Indie,85.5,0.52,0.3,0.62
track_534,Song 534,Artist 40,Metal,121.4,0.68,0.08,0.49
track_535,Song 535,Artist 20,Pop,63.4,0.51,0.39,0.06
track_536,Song 536,Artist 83,Indie,81.4,0.39,0.92,0.82
track_537,Song 537,Artist 90,Jazz,60.0,0.13,0.42,0.02
track_538,Song 538,Artist 9,Jazz,127.4,0.59,0.47,0.88
track_539,Song 539,Artist 87,Pop,105.3,0.6,0.99,0.3
track_540,Song 540,Artist 31,Jazz,65.6,0.3,0.87,0.45
track_541,Song 541,Artist 74,Jazz,62.1,0.65,0.79,0.33
track_542,Song 542,Artist 54,Rock,115.4,0.67,0.2,0.99
track_543,Song 543,Artist 59,Hip-Hop,116.8,0.76,0.89,0.16
track_544,Song 544,Artist 43,Indie,77.5,0.03,0.67,0.47
track_545,Song 545,Artist 46,Rock,127.2,0.64,0.77,0.03
track_546,Song 546,Artist 42,Indie,60.0,0.09,0.61,0.09
track_547,Song 547,Artist 97,Jazz,90.9,0.43,0.87,0.4
track_548,Song 548,Artist 47,Pop,100.7,0.49,0.74,0.22
track_549,Song 549,Artist 83,Indie,60.0,0.22,0.39,0.41
track_550,Song 550,Artist 93,Metal,144.8,0.66,0.82,0.35
track_551,Song 551,Artist 61,Metal,143.3,0.74,0.6,0.36
track_552,Song 552,Artist 69,Classical,60.0,0.44,0.43,0.01
track_553,Song 553,Artist 20,Classical,64.2,0.32,0.12,0.7
track_554,Song 554,Artist 49,Indie,97.2,0.22,0.53,0.01
track_555,Song 555,Artist 77,Indie,83.4,0.21,0.78,0.02
track_556,Song 556,Artist 91,Classical,62.0,0.44,0.49,0.13
track_557,Song 557,Artist 8,Pop,130.5,0.76,0.92,0.55
track_558,Song 558,Artist 59,Pop,119.7,0.46,0.64,0.12
track_559,Song 559,Artist 34,Indie,69.7,0.13,0.96,0.02
track_560,Song 560,Artist 1,Rock,136.4,0.9,0.27,0.35
track_561,Song 561,Artist 51,Jazz,60.0,0.43,0.35,0.02
track_562,Song 562,Artist 74,Jazz,84.0,0.37,0.34,0.59
track_563,Song 563,Artist 50,Classical,119.9,0.29,1.0,0.85
track_564,Song 564,Artist 88,Classical,60.0,0.19,0.16,0.08
track_565,Song 565,Artist 19,Indie,78.3,0.4,0.71,0.75
track_566,Song 566,Artist 86,Pop,116.2,0.5,0.72,0.24
track_567,Song 567,Artist 25,Jazz,83.5,0.46,0.68,0.1
track_568,Song 568,Artist 100,Hip-Hop,112.7,0.6,0.76,0.6
track_569,Song 569,Artist 56,EDM,108.6,0.54,0.53,0.47
track_570,Song 570,Artist 17,Indie,113.7,0.38,0.44,0.63
track_571,Song 571,Artist 31,Metal,108.7,0.54,0.04,0.4
track_572,Song 572,Artist 54,Indie,96.3,0.2,0.58,0.01
track_573,Song 573,Artist 42,Classical,115.6,0.16,0.89,0.01
track_574,Song 574,Artist 2,Indie,85.9,0.56,0.98,0.55
track_575,Song 575,Artist 11,Pop,85.5,0.36,0.09,0.8
track_576,Song 576,Artist 96,EDM,124.3,0.87,0.62,0.36
track_577,Song 577,Artist 89,Indie,78.3,0.37,0.87,0.73
track_578,Song 578,Artist 15,Metal,111.9,0.87,0.71,0.81
track_579,Song 579,Artist 43,Hip-Hop,108.6,0.54,0.17,0.54
track_580,Song 580,Artist 12,Indie,96.2,0.27,0.06,0.86
track_581,Song 581,Artist 19,Hip-Hop,93.5,0.39,0.02,0.01
track_582,Song 582,Artist 26,Jazz,60.0,0.02,0.22,0.65
track_583,Song 583,Artist 20,Hip-Hop,108.2,0.52,0.65,0.81
track_584,Song 584,Artist 74,Rock,111.2,0.8,0.8,0.72
track_585,Song 585,Artist 38,Jazz,80.4,0.01,0.98,0.31
track_586,Song 586,Artist 32,Indie,71.1,0.29,0.95,0.03
track_587,Song 587,Artist 58,Classical,63.8,0.2,0.97,0.1
track_588,Song 588,Artist 44,Classical,60.0,0.29,0.84,0.72
track_589,Song 589,Artist 1,Hip-Hop,60.0,0.92,0.09,0.72
track_590,Song 590,Artist 40,Pop,120.9,0.45,0.76,0.86
track_591,Song 591,Artist 16,EDM,122.5,0.93,0.6,0.17
track_592,Song 592,Artist 42,Hip-Hop,113.6,0.24,0.55,0.71
track_593,Song 593,Artist 95,Pop,72.2,0.57,0.46,0.15
track_594,Song 594,Artist 12,EDM,167.4,0.5,0.58,0.88
track_595,Song 595,Artist 10,Hip-Hop,66.6,0.63,0.63,0.67
track_596,Song 596,Artist 6,Pop,103.2,0.44,0.4,0.57
track_597,Song 597,Artist 42,Metal,102.4,0.67,0.73,0.94
track_598,Song 598,Artist 49,Metal,97.1,0.38,0.5,0.23
track_599,Song 599,Artist 59,Jazz,83.8,0.24,0.77,0.11
track_600,Song 600,Artist 48,Classical,90.6,0.05,0.53,0.88
track_601,Song 601,Artist 10,Metal,123.5,0.47,0.05,0.49
track_602,Song 602,Artist 31,Rock,109.2,0.55,0.37,0.53
track_603,Song 603,Artist 25,Rock,99.0,0.9,0.81,0.74
track_604,Song 604,Artist 68,EDM,116.4,0.72,0.04,0.16
track_605,Song 605,Artist 35,Rock,119.6,0.65,0.11,0.31
track_606,Song 606,Artist 63,Hip-Hop,91.0,0.57,0.9,0.93
track_607,Song 607,Artist 67,Rock,128.4,0.6,0.64,0.52
track_608,Song 608,Artist 84,EDM,115.2,0.7,0.99,0.8
track_609,Song 609,Artist 45,Pop,97.2,0.74,0.03,0.04
track_610,Song 610,Artist 43,Classical,70.1,0.24,1.0,0.69
track_611,Song 611,Artist 58,Metal,127.2,0.83,0.11,0.16
track_612,Song 612,Artist 63,Hip-Hop,101.3,0.59,0.87,0.02
track_613,Song 613,Artist 27,Classical,97.0,0.46,0.28,0.85
track_614,Song 614,Artist 88,Indie,80.5,0.28,0.55,0.95
track_615,Song 615,Artist 74,Metal,130.1,0.71,0.24,0.68
track_616,Song 616,Artist 18,Jazz,63.9,0.18,0.23,0.18
track_617,Song 617,Artist 83,Classical,96.0,0.38,0.46,0.8
track_618,Song 618,Artist 74,Jazz,72.7,0.71,0.23,0.46
track_619,Song 619,Artist 79,Classical,86.1,0.33,0.23,0.82
track_620,Song 620,Artist 25,Jazz,60.0,0.25,0.6,0.96
track_621,Song 621,Artist 45,Classical,61.2,0.4,0.1,0.49
track_622,Song 622,Artist 38,Hip-Hop,117.3,0.45,0.15,0.77
track_623,Song 623,Artist 7,Jazz,85.1,0.12,0.27,0.56
track_624,Song 624,Artist 45,Classical,76.6,0.28,0.5,0.0
track_625,Song 625,Artist 29,Hip-Hop,91.4,0.25,0.92,0.55
track_626,Song 626,Artist 55,Hip-Hop,88.3,0.63,0.9,0.98
track_627,Song 627,Artist 92,Rock,138.8,0.8,0.59,0.4
track_628,Song 628,Artist 25,Jazz,86.9,0.19,0.14,0.49
track_629,Song 629,Artist 45,Classical,96.2,0.41,0.48,0.91
track_630,Song 630,Artist 43,Metal,115.7,0.66,0.75,0.03
track_631,Song 631,Artist 44,Rock,102.9,0.68,0.27,0.57
track_632,Song 632,Artist 82,Jazz,83.3,0.52,0.96,0.14
track_633,Song 633,Artist 68,Indie,115.8,0.35,0.83,0.83
track_634,Song 634,Artist 76,Pop,91.7,0.61,0.23,0.96
track_635,Song 635,Artist 7,Classical,102.9,0.33,0.94,0.36
track_636,Song 636,Artist 44,Jazz,67.9,0.3,0.72,0.8
track_637,Song 637,Artist 51,Rock,109.9,0.78,0.27,0.07
track_638,Song 638,Artist 80,EDM,108.3,0.79,0.9,0.5
track_639,Song 639,Artist 73,Jazz,84.2,0.35,0.3,0.62
track_640,Song 640,Artist 26,Hip-Hop,89.7,0.38,0.96,0.68
track_641,Song 641,Artist 86,Classical,60.0,0.05,0.46,0.03
track_642,Song 642,Artist 38,Jazz,111.5,0.26,0.02,0.95
track_643,Song 643,Artist 31,Classical,60.0,0.13,0.94,0.84
track_644,Song 644,Artist 48,Metal,99.6,1.0,0.63,0.18
track_645,Song 645,Artist 72,Hip-Hop,82.1,0.52,0.45,0.18
track_646,Song 646,Artist 14,Pop,113.5,0.59,0.83,0.82
track_647,Song 647,Artist 18,Hip-Hop,73.2,0.66,0.69,0.59
track_648,Song 648,Artist 95,Pop,115.3,0.76,0.74,0.05
track_649,Song 649,Artist 9,Hip-Hop,93.5,0.38,0.13,0.73
track_650,Song 650,Artist 29,Classical,64.7,0.2,0.73,0.14
track_651,Song 651,Artist 91,Metal,82.7,0.65,0.13,0.64
track_652,Song 652,Artist 7,Rock,80.8,0.78,0.39,0.47
track_653,Song 653,Artist 72,Rock,137.4,0.77,0.29,0.2
track_654,Song 654,Artist 89,Jazz,60.0,0.7,0.62,0.53
track_655,Song 655,Artist 98,Classical,60.0,0.3,0.58,0.12
track_656,Song 656,Artist 9,Jazz,93.1,0.19,0.58,0.5
track_657,Song 657,Artist 63,Indie,85.2,0.22,0.13,0.04
track_658,Song 658,Artist 24,Rock,125.7,0.56,0.32,0.14
track_659,Song 659,Artist 96,Classical,113.2,0.43,0.44,0.57
track_660,Song 660,Artist 59,EDM,126.1,0.77,0.15,0.1
track_661,Song 661,Artist 5,Pop,97.0,0.57,0.2,0.43
track_662,Song 662,Artist 77,Pop,123.1,0.39,0.21,0.41
track_663,Song 663,Artist 90,Hip-Hop,99.4,0.66,0.56,0.42
track_664,Song 664,Artist 87,Classical,60.0,0.25,0.0,0.2
track_665,Song 665,Artist 11,Classical,64.8,0.34,0.93,0.99
track_666,Song 666,Artist 77,Classical,82.1,0.45,0.75,0.16
track_667,Song 667,Artist 32,Indie,66.6,0.47,0.24,0.68
track_668,Song 668,Artist 81,EDM,93.4,0.74,0.74,0.92
track_669,Song 669,Artist 12,Jazz,67.5,0.05,0.35,0.91
track_670,Song 670,Artist 10,Jazz,60.0,0.47,0.65,0.0
track_671,Song 671,Artist 12,Metal,146.2,0.69,0.02,0.34
track_672,Song 672,Artist 92,Metal,145.4,0.62,0.14,0.05
track_673,Song 673,Artist 1,Indie,115.5,0.44,0.94,0.85
track_674,Song 674,Artist 67,Metal,111.5,0.38,0.41,0.19
track_675,Song 675,Artist 10,Pop,77.9,0.48,0.56,0.61
track_676,Song 676,Artist 43,Hip-Hop,134.7,0.53,0.03,0.59
track_677,Song 677,Artist 78,Rock,127.3,0.55,0.94,0.12
track_678,Song 678,Artist 19,Pop,110.7,0.48,0.39,0.39
track_679,Song 679,Artist 31,Hip-Hop,107.4,0.73,0.45,0.49
track_680,Song 680,Artist 53,Indie,90.9,0.43,0.52,0.54
track_681,Song 681,Artist 91,Jazz,92.5,0.47,0.35,0.99
track_682,Song 682,Artist 96,Hip-Hop,108.0,0.48,0.76,0.84
track_683,Song 683,Artist 92,EDM,145.7,0.58,0.71,0.92
track_684,Song 684,Artist 37,Metal,98.8,0.68,0.77,0.38
track_685,Song 685,Artist 91,Pop,72.3,0.49,0.2,0.23
track_686,Song 686,Artist 41,EDM,119.1,0.8,0.91,0.22
track_687,Song 687,Artist 91,Jazz,67.7,0.17,0.4,0.33
track_688,Song 688,Artist 57,EDM,87.2,0.75,0.11,0.0
track_689,Song 689,Artist 85,Indie,88.3,0.43,0.01,0.22
track_690,Song 690,Artist 64,Rock,116.7,0.85,0.1,0.08
track_691,Song 691,Artist 44,Classical,67.4,0.0,0.47,0.9
track_692,Song 692,Artist 69,Indie,60.0,0.47,0.71,0.45
track_693,Song 693,Artist 18,Indie,60.0,0.44,0.62,0.41
track_694,Song 694,Artist 53,Hip-Hop,97.2,0.53,0.58,0.62
track_695,Song 695,Artist 25,Indie,67.6,0.53,0.97,0.77
track_696,Song 696,Artist 35,Jazz,60.0,0.44,0.02,0.49
track_697,Song 697,Artist 33,Metal,92.1,0.65,0.13,0.58
track_698,Song 698,Artist 94,Hip-Hop,79.2,0.47,0.88,0.77
track_699,Song 699,Artist 19,Rock,95.3,0.89,0.07,0.32
track_700,Song 700,Artist 31,Indie,104.0,0.36,0.33,0.34
track_701,Song 701,Artist 15,Rock,101.2,0.66,0.23,0.58
track_702,Song 702,Artist 51,Jazz,66.9,0.29,1.0,0.22
track_703,Song 703,Artist 17,Classical,61.9,0.53,0.91,0.4
track_704,Song 704,Artist 8,Jazz,99.4,0.6,0.87,0.98
track_705,Song 705,Artist 54,Indie,92.1,0.4,0.78,0.86
track_706,Song 706,Artist 79,Jazz,114.1,0.2,0.93,0.46
track_707,Song 707,Artist 50,Pop,95.9,0.74,0.19,0.67
track_708,Song 708,Artist 35,Classical,60.0,0.01,0.29,0.28
track_709,Song 709,Artist 86,Indie,60.0,0.2,0.81,0.72
track_710,Song 710,Artist 50,EDM,139.1,0.53,0.88,0.3
track_711,Song 711,Artist 78,Jazz,68.5,0.52,0.4,0.06
track_712,Song 712,Artist 3,Classical,73.5,0.34,0.64,0.47
track_713,Song 713,Artist 47,Indie,60.0,0.19,0.92,0.47
track_714,Song 714,Artist 76,EDM,88.2,0.31,0.33,0.72
track_715,Song 715,Artist 25,Hip-Hop,80.1,0.68,0.52,0.4
track_716,Song 716,Artist 8,Jazz,77.2,0.32,0.52,0.47
track_717,Song 717,Artist 81,EDM,124.2,0.62,0.39,0.3
track_718,Song 718,Artist 54,Rock,120.5,0.54,0.9,0.34
track_719,Song 719,Artist 57,Pop,105.4,0.64,0.4,0.17
track_720,Song 720,Artist 4,Indie,76.7,0.32,0.39,0.25
track_721,Song 721,Artist 73,Metal,131.7,0.86,0.08,0.42
track_722,Song 722,Artist 23,Metal,124.2,0.66,0.3,0.84
track_723,Song 723,Artist 34,Jazz,89.6,0.21,0.88,0.41
track_724,Song 724,Artist 71,Jazz,88.2,0.12,0.04,0.02
track_725,Song 725,Artist 26,Metal,101.9,0.87,0.74,0.23
track_726,Song 726,Artist 83,Jazz,79.4,0.13,0.18,0.24
track_727,Song 727,Artist 77,Pop,101.8,0.62,0.57,0.86
track_728,Song 728,Artist 57,Classical,93.4,0.27,0.45,0.31
track_729,Song 729,Artist 26,EDM,115.0,0.8,0.68,0.66
track_730,Song 730,Artist 97,Classical,70.4,0.51,0.94,0.05
track_731,Song 731,Artist 36,EDM,172.8,0.53,0.84,0.09
track_732,Song 732,Artist 27,Pop,122.4,0.37,0.72,0.24
track_733,Song 733,Artist 44,Pop,83.8,0.45,0.43,0.08
track_734,Song 734,Artist 23,EDM,135.6,0.61,0.81,0.58
track_735,Song 735,Artist 53,Pop,130.8,0.48,0.41,0.72
track_736,Song 736,Artist 40,Pop,132.8,0.53,0.74,0.9
track_737,Song 737,Artist 11,Rock,77.9,0.84,0.52,0.04
track_738,Song 738,Artist 75,Pop,63.1,0.3,0.79,0.31
track_739,Song 739,Artist 1,Pop,101.9,0.56,0.07,0.88
track_740,Song 740,Artist 37,Indie,60.0,0.14,0.11,0.9
track_741,Song 741,Artist 96,Classical,67.3,0.1,0.58,0.08
track_742,Song 742,Artist 23,Rock,145.2,0.67,0.87,0.13
track_743,Song 743,Artist 61,Rock,99.6,0.5,0.44,0.61
track_744,Song 744,Artist 54,Hip-Hop,97.8,0.4,0.62,0.34
track_745,Song 745,Artist 45,EDM,117.6,1.0,0.41,0.65
track_746,Song 746,Artist 23,Metal,112.1,0.55,0.31,0.21
track_747,Song 747,Artist 13,EDM,140.5,0.71,0.61,0.89
track_748,Song 748,Artist 61,Jazz,62.3,0.45,0.59,0.11
track_749,Song 749,Artist 48,Indie,60.0,0.25,0.35,0.37
track_750,Song 750,Artist 49,EDM,126.5,0.75,0.49,0.2
track_751,Song 751,Artist 7,Jazz,60.0,0.7,0.68,0.81
track_752,Song 752,Artist 23,Jazz,86.1,0.24,0.48,0.24
track_753,Song 753,Artist 82,Jazz,82.6,0.26,0.6,0.1
track_754,Song 754,Artist 54,Metal,102.8,0.74,0.9,0.82
track_755,Song 755,Artist 23,Rock,109.4,0.65,0.21,0.35
track_756,Song 756,Artist 46,Indie,97.2,0.26,0.04,0.3
track_757,Song 757,Artist 66,Pop,76.6,0.76,0.29,0.47
track_758,Song 758,Artist 9,Metal,116.8,0.63,0.32,0.93
track_759,Song 759,Artist 41,Classical,95.2,0.34,0.05,0.65
track_760,Song 760,Artist 93,Metal,110.0,0.7,0.16,0.12
track_761,Song 761,Artist 61,Indie,60.0,0.3,0.18,0.8
track_762,Song 762,Artist 19,Pop,95.6,0.22,0.03,0.95
track_763,Song 763,Artist 59,Metal,121.7,0.78,0.42,0.64
track_764,Song 764,Artist 75,Rock,106.4,0.73,0.74,0.34
track_765,Song 765,Artist 33,Classical,73.3,0.39,0.07,0.72
track_766,Song 766,Artist 100,Metal,134.1,0.54,0.58,0.03
track_767,Song 767,Artist 24,Pop,126.4,0.23,0.41,0.5
track_768,Song 768,Artist 100,Jazz,66.3,0.36,0.53,0.62
track_769,Song 769,Artist 88,Classical,60.0,0.35,0.84,0.5
track_770,Song 770,Artist 75,Hip-Hop,60.0,0.39,0.2,0.09
track_771,Song 771,Artist 44,Indie,95.9,0.41,0.94,0.6
track_772,Song 772,Artist 98,EDM,139.1,0.72,0.53,0.38
track_773,Song 773,Artist 33,Jazz,86.4,0.31,0.21,0.06
track_774,Song 774,Artist 31,Metal,139.7,0.67,0.62,0.87
track_775,Song 775,Artist 26,EDM,109.1,0.75,0.77,0.01
track_776,Song 776,Artist 64,Classical,93.3,0.34,0.99,0.44
track_777,Song 777,Artist 96,Classical,75.3,0.37,0.39,0.71
track_778,Song 778,Artist 12,Indie,108.9,0.27,0.29,0.77
track_779,Song 779,Artist 93,Metal,94.2,0.38,0.94,0.65
track_780,Song 780,Artist 55,Hip-Hop,108.4,0.24,0.89,0.45
track_781,Song 781,Artist 74,Metal,122.2,0.81,0.01,0.46
track_782,Song 782,Artist 54,Jazz,77.3,0.17,0.83,0.5
